Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) T,Coverage (%) Y,Coverage (%) Z,Coverage (%) I,Coverage (%) K,Area T,Area Y,Area Z,Area I,Area K,#Peptides,#Unique,#Spec T,#Spec Y,#Spec Z,#Spec I,#Spec K,PTM,Avg. Mass,Description
399,2747,ENSMUSP00000050256.6|ENSMUST00000051249.12|ENSMUSG00000046947.12|OTTMUSG00000056325.1|OTTMUST00000082026.1|Adck2-201|Adck2|568,24.70,1,1,1,0,0,0,2.3296E7,1.3651E7,,,,1,1,10,7,0,0,0,,63238,ENSMUSP00000050256.6|ENSMUST00000051249.12|ENSMUSG00000046947.12|OTTMUSG00000056325.1|OTTMUST00000082026.1|Adck2-201|Adck2|568
399,2750,ENSMUSP00000123563.1|ENSMUST00000140364.7|ENSMUSG00000046947.12|OTTMUSG00000056325.1|OTTMUST00000059224.1|Adck2-204|Adck2|617,24.70,1,1,1,0,0,0,2.3296E7,1.3651E7,,,,1,1,10,7,0,0,0,,68649,ENSMUSP00000123563.1|ENSMUST00000140364.7|ENSMUSG00000046947.12|OTTMUSG00000056325.1|OTTMUST00000059224.1|Adck2-204|Adck2|617
584,6476,TCONS_00132866.p1,24.70,2,2,2,0,2,0,7.1061E4,1.0417E6,,4.338E5,,1,1,2,5,0,4,0,,36676,TCONS_00132866.p1   chr7:89141838-89216287(-)
584,6489,ENSMUSP00000042783.3|ENSMUST00000041968.10|ENSMUSG00000039428.11|OTTMUSG00000030735.5|OTTMUST00000076086.2|Tmem135-201|Tmem135|458,24.70,2,2,2,0,2,0,7.1061E4,1.0417E6,,4.338E5,,1,1,2,5,0,4,0,,52364,ENSMUSP00000042783.3|ENSMUST00000041968.10|ENSMUSG00000039428.11|OTTMUSG00000030735.5|OTTMUST00000076086.2|Tmem135-201|Tmem135|458
885,2431,TCONS_00024856.p1,24.69,0,0,0,0,0,0,,6.1605E5,,,,1,1,0,4,0,0,0,,184623,TCONS_00024856.p1   chr11:78207583-78232186(-)
885,2438,ENSMUSP00000002121.4|ENSMUST00000002121.4|ENSMUSG00000002052.6|OTTMUSG00000000107.2|OTTMUST00000000363.1|Supt6-201|Supt6|1726,24.69,0,0,0,0,0,0,,6.1605E5,,,,1,1,0,4,0,0,0,,199084,ENSMUSP00000002121.4|ENSMUST00000002121.4|ENSMUSG00000002052.6|OTTMUSG00000000107.2|OTTMUST00000000363.1|Supt6-201|Supt6|1726
603,4227,ENSMUST00000137789.7|ENSMUSG00000029456.12|OTTMUSG00000023515.1|OTTMUST00000057287.1|Acad10-205|Acad10|2071|retained_intron|,24.69,1,1,1,0,0,0,3.143E6,3.1739E6,,,,1,1,4,6,0,0,0,,59343,ENSMUST00000137789.7|ENSMUSG00000029456.12|OTTMUSG00000023515.1|OTTMUST00000057287.1|Acad10-205|Acad10|2071|retained_intron|
603,4240,TCONS_00111713.p1,24.69,1,1,1,0,0,0,3.143E6,3.1739E6,,,,1,1,4,6,0,0,0,,74971,TCONS_00111713.p1   chr5:121621209-121642660(-)
603,4251,ENSMUSP00000046497.6|ENSMUST00000041252.12|ENSMUSG00000042647.13|OTTMUSG00000023497.3|OTTMUST00000057217.3|Acad12-201|Acad12|555,24.69,1,1,1,0,0,0,3.143E6,3.1739E6,,,,1,1,4,6,0,0,0,,61390,ENSMUSP00000046497.6|ENSMUST00000041252.12|ENSMUSG00000042647.13|OTTMUSG00000023497.3|OTTMUST00000057217.3|Acad12-201|Acad12|555
603,4265,TCONS_00111712.p1,24.69,1,1,1,0,0,0,3.143E6,3.1739E6,,,,1,1,4,6,0,0,0,,103767,TCONS_00111712.p1   chr5:121621209-121649473(-)
603,4274,ENSMUSP00000031412.5|ENSMUST00000031412.11|ENSMUSG00000029456.12|OTTMUSG00000023515.1|OTTMUST00000057285.1|Acad10-201|Acad10|1069,24.69,1,1,1,0,0,0,3.143E6,3.1739E6,,,,1,1,4,6,0,0,0,,118979,ENSMUSP00000031412.5|ENSMUST00000031412.11|ENSMUSG00000029456.12|OTTMUSG00000023515.1|OTTMUST00000057285.1|Acad10-201|Acad10|1069
603,4529,ENSMUST00000133775.7|ENSMUSG00000029456.12|OTTMUSG00000023515.1|OTTMUST00000057288.1|Acad10-203|Acad10|4751|retained_intron|,24.69,1,1,1,0,0,0,3.143E6,3.1739E6,,,,1,1,4,6,0,0,0,,71701,ENSMUST00000133775.7|ENSMUSG00000029456.12|OTTMUSG00000023515.1|OTTMUST00000057288.1|Acad10-203|Acad10|4751|retained_intron|
603,4717,ENSMUSP00000107406.1|ENSMUST00000111776.5|ENSMUSG00000042647.13|OTTMUSG00000023497.3|OTTMUST00000057264.1|Acad12-202|Acad12|373,24.69,2,2,2,0,0,0,3.143E6,3.1739E6,,,,1,1,4,6,0,0,0,,41350,ENSMUSP00000107406.1|ENSMUST00000111776.5|ENSMUSG00000042647.13|OTTMUSG00000023497.3|OTTMUST00000057264.1|Acad12-202|Acad12|373
1414,4800,ENSMUSP00000120867.1|ENSMUST00000154812.7|ENSMUSG00000018378.13|OTTMUSG00000001478.3|OTTMUST00000002919.3|Cuedc1-207|Cuedc1|316,24.68,3,0,0,0,0,3,,,,,5.9737E6,1,1,0,0,0,0,1,,34406,ENSMUSP00000120867.1|ENSMUST00000154812.7|ENSMUSG00000018378.13|OTTMUSG00000001478.3|OTTMUST00000002919.3|Cuedc1-207|Cuedc1|316
997,3672,ENSMUSP00000023210.6|ENSMUST00000023210.7|ENSMUSG00000022551.8|OTTMUSG00000070836.1|OTTMUST00000171197.1|Cyc1-201|Cyc1|325,24.66,3,0,3,0,0,0,,2.4755E5,,,,1,1,0,3,0,0,0,,35328,ENSMUSP00000023210.6|ENSMUST00000023210.7|ENSMUSG00000022551.8|OTTMUSG00000070836.1|OTTMUST00000171197.1|Cyc1-201|Cyc1|325
997,6041,ENSMUST00000229710.1|ENSMUSG00000022551.8|OTTMUSG00000070836.1|OTTMUST00000171198.1|Cyc1-204|Cyc1|1791|retained_intron|,24.66,3,0,3,0,0,0,,2.4755E5,,,,1,1,0,3,0,0,0,,29498,ENSMUST00000229710.1|ENSMUSG00000022551.8|OTTMUSG00000070836.1|OTTMUST00000171198.1|Cyc1-204|Cyc1|1791|retained_intron|
997,6344,ENSMUSP00000155170.1|ENSMUST00000231045.1|ENSMUSG00000022551.8|OTTMUSG00000070836.1|OTTMUST00000171200.1|Cyc1-207|Cyc1|165,24.66,5,0,5,0,0,0,,2.4755E5,,,,1,1,0,3,0,0,0,,17861,ENSMUSP00000155170.1|ENSMUST00000231045.1|ENSMUSG00000022551.8|OTTMUSG00000070836.1|OTTMUST00000171200.1|Cyc1-207|Cyc1|165
1235,2233,ENSMUSP00000023684.7|ENSMUST00000023684.13|ENSMUSG00000022962.15|OTTMUSG00000028333.3|OTTMUST00000070222.1|Gart-201|Gart|1010,24.66,1,0,1,0,0,0,,1.0922E5,,,,1,1,0,1,0,0,0,,107503,ENSMUSP00000023684.7|ENSMUST00000023684.13|ENSMUSG00000022962.15|OTTMUSG00000028333.3|OTTMUST00000070222.1|Gart-201|Gart|1010
1235,3746,ENSMUST00000120450.1|ENSMUSG00000022962.15|OTTMUSG00000028333.3|OTTMUST00000070223.1|Gart-202|Gart|1865|protein_coding|,24.66,2,0,2,0,0,0,,1.0922E5,,,,1,1,0,1,0,0,0,,45698,ENSMUST00000120450.1|ENSMUSG00000022962.15|OTTMUSG00000028333.3|OTTMUST00000070223.1|Gart-202|Gart|1865|protein_coding|
1235,3756,ENSMUSP00000156142.1|ENSMUST00000232367.1|ENSMUSG00000022962.15|OTTMUSG00000028333.3|OTTMUST00000173716.1|Gart-210|Gart|199,24.66,4,0,4,0,0,0,,1.0922E5,,,,1,1,0,1,0,0,0,,20670,ENSMUSP00000156142.1|ENSMUST00000232367.1|ENSMUSG00000022962.15|OTTMUSG00000028333.3|OTTMUST00000173716.1|Gart-210|Gart|199
1235,3766,ENSMUSP00000119272.1|ENSMUST00000156713.7|ENSMUSG00000022962.15|OTTMUSG00000028333.3|OTTMUST00000084754.1|Gart-203|Gart|306,24.66,3,0,3,0,0,0,,1.0922E5,,,,1,1,0,1,0,0,0,,32117,ENSMUSP00000119272.1|ENSMUST00000156713.7|ENSMUSG00000022962.15|OTTMUSG00000028333.3|OTTMUST00000084754.1|Gart-203|Gart|306
749,2081,TCONS_00134168.p1,24.65,0,0,0,0,0,0,,3.0748E6,,5.5508E5,1.0275E6,1,1,0,4,0,1,2,,407244,TCONS_00134168.p1   chr7:118135541-118217733(-)
749,2083,ENSMUSP00000032891.8|ENSMUST00000032891.14|ENSMUSG00000030655.15|OTTMUSG00000042422.4|OTTMUST00000111843.1|Smg1-201|Smg1|3658,24.65,0,0,0,0,0,0,,3.0748E6,,5.5508E5,1.0275E6,1,1,0,4,0,1,2,,409770,ENSMUSP00000032891.8|ENSMUST00000032891.14|ENSMUSG00000030655.15|OTTMUSG00000042422.4|OTTMUST00000111843.1|Smg1-201|Smg1|3658
749,5556,ENSMUST00000179847.1|ENSMUSG00000030655.15|OTTMUSG00000042422.4|OTTMUST00000111847.1|Smg1-205|Smg1|3911|retained_intron|,24.65,3,0,3,0,3,3,,3.0748E6,,5.5508E5,1.0275E6,1,1,0,4,0,1,2,,31739,ENSMUST00000179847.1|ENSMUSG00000030655.15|OTTMUSG00000042422.4|OTTMUST00000111847.1|Smg1-205|Smg1|3911|retained_intron|
731,5728,TCONS_00007611,24.65,2,2,2,0,0,0,1.2844E6,3.1031E5,,,,1,1,6,1,0,0,0,,61551,TCONS_00007611
709,3268,ENSMUSP00000022925.8|ENSMUST00000022925.9|ENSMUSG00000022312.11|OTTMUSG00000070397.2|OTTMUST00000170276.1|Eif3h-201|Eif3h|352,24.63,2,2,2,0,0,0,7.2632E5,1.9396E6,,,,1,1,4,3,0,0,0,Oxidation (M),39832,ENSMUSP00000022925.8|ENSMUST00000022925.9|ENSMUSG00000022312.11|OTTMUSG00000070397.2|OTTMUST00000170276.1|Eif3h-201|Eif3h|352
837,2213,ENSMUSP00000093059.2|ENSMUST00000095410.7|ENSMUSG00000037957.14|OTTMUSG00000050101.4|OTTMUST00000127422.1|Wdr20-201|Wdr20|569,24.62,1,1,1,0,0,0,6.2693E5,1.1486E6,,,,1,1,3,2,0,0,0,,62888,ENSMUSP00000093059.2|ENSMUST00000095410.7|ENSMUSG00000037957.14|OTTMUSG00000050101.4|OTTMUST00000127422.1|Wdr20-201|Wdr20|569
837,2214,TCONS_00030170.p1,24.62,1,1,1,0,0,0,6.2693E5,1.1486E6,,,,1,1,3,2,0,0,0,,63910,TCONS_00030170.p1   chr12:110738029-110803458(+)
837,2219,TCONS_00030168.p1,24.62,2,2,2,0,0,0,6.2693E5,1.1486E6,,,,1,1,3,2,0,0,0,,50438,TCONS_00030168.p1   chr12:110779471-110794391(+)
925,2803,ENSMUST00000195765.5|ENSMUSG00000037474.13|OTTMUSG00000051673.6|OTTMUST00000130368.1|Dtl-206|Dtl|3174|processed_transcript|,24.61,1,1,0,0,1,0,1.198E6,,,0,,1,1,3,0,0,1,0,,84568,ENSMUST00000195765.5|ENSMUSG00000037474.13|OTTMUSG00000051673.6|OTTMUST00000130368.1|Dtl-206|Dtl|3174|processed_transcript|
925,3015,ENSMUSP00000027933.5|ENSMUST00000027933.10|ENSMUSG00000037474.13|OTTMUSG00000051673.6|OTTMUST00000130349.3|Dtl-201|Dtl|729,24.61,1,1,0,0,1,0,1.198E6,,,0,,1,1,3,0,0,1,0,,79131,ENSMUSP00000027933.5|ENSMUST00000027933.10|ENSMUSG00000037474.13|OTTMUSG00000051673.6|OTTMUST00000130349.3|Dtl-201|Dtl|729
800,1230,TCONS_00026489.p1,24.61,0,0,0,0,0,0,1.6312E6,5.4173E6,,,,1,1,2,3,0,0,0,,306877,TCONS_00026489.p1   chr11:107035803-107131922(-)
800,1234,TCONS_00026492.p1,24.61,0,0,0,0,0,0,1.6312E6,5.4173E6,,,,1,1,2,3,0,0,0,,312535,TCONS_00026492.p1   chr11:107036584-107131922(-)
800,1236,TCONS_00026491.p1,24.61,0,0,0,0,0,0,1.6312E6,5.4173E6,,,,1,1,2,3,0,0,0,,313600,TCONS_00026491.p1   chr11:107035803-107131922(-)
800,1237,TCONS_00026494.p1,24.61,0,0,0,0,0,0,1.6312E6,5.4173E6,,,,1,1,2,3,0,0,0,,313329,TCONS_00026494.p1   chr11:107035803-107131922(-)
800,1241,ENSMUSP00000052303.8|ENSMUST00000057892.14|ENSMUSG00000040481.17|OTTMUSG00000003587.4|-|Bptf-201|Bptf|2921,24.61,0,0,0,0,0,0,1.6312E6,5.4173E6,,,,1,1,2,3,0,0,0,,321597,ENSMUSP00000052303.8|ENSMUST00000057892.14|ENSMUSG00000040481.17|OTTMUSG00000003587.4|-|Bptf-201|Bptf|2921
800,1242,TCONS_00026493.p1,24.61,0,0,0,0,0,0,1.6312E6,5.4173E6,,,,1,1,2,3,0,0,0,,320052,TCONS_00026493.p1   chr11:107035803-107131922(-)
800,1243,ENSMUSP00000102373.1|ENSMUST00000106762.7|ENSMUSG00000040481.17|OTTMUSG00000003587.4|OTTMUST00000007829.1|Bptf-202|Bptf|2973,24.61,0,0,0,0,0,0,1.6312E6,5.4173E6,,,,1,1,2,3,0,0,0,,326775,ENSMUSP00000102373.1|ENSMUST00000106762.7|ENSMUSG00000040481.17|OTTMUSG00000003587.4|OTTMUST00000007829.1|Bptf-202|Bptf|2973
800,1251,ENSMUSP00000102374.1|ENSMUST00000106763.7|ENSMUSG00000040481.17|OTTMUSG00000003587.4|OTTMUST00000007729.1|Bptf-203|Bptf|3036,24.61,0,0,0,0,0,0,1.6312E6,5.4173E6,,,,1,1,2,3,0,0,0,,333227,ENSMUSP00000102374.1|ENSMUST00000106763.7|ENSMUSG00000040481.17|OTTMUSG00000003587.4|OTTMUST00000007729.1|Bptf-203|Bptf|3036
1131,2408,ENSMUST00000133110.1|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015753.1|Cd72-206|Cd72|701|retained_intron|,24.61,10,10,0,0,0,0,2.2576E5,,,,,1,1,2,0,0,0,0,,23257,ENSMUST00000133110.1|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015753.1|Cd72-206|Cd72|701|retained_intron|
1131,2411,ENSMUSP00000095708.3|ENSMUST00000098104.9|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015751.2|Cd72-202|Cd72|300,24.61,7,7,0,0,0,0,2.2576E5,,,,,1,1,2,0,0,0,0,,34609,ENSMUSP00000095708.3|ENSMUST00000098104.9|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015751.2|Cd72-202|Cd72|300
1131,2413,TCONS_00099585.p1,24.61,6,6,0,0,0,0,2.2576E5,,,,,1,1,2,0,0,0,0,,37791,TCONS_00099585.p1   chr4:43448265-43454527(-)
1131,2415,ENSMUSP00000095709.3|ENSMUST00000098105.3|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000065378.1|Cd72-203|Cd72|337,24.61,6,6,0,0,0,0,2.2576E5,,,,,1,1,2,0,0,0,0,,38565,ENSMUSP00000095709.3|ENSMUST00000098105.3|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000065378.1|Cd72-203|Cd72|337
1131,2416,ENSMUSP00000103559.1|ENSMUST00000107926.7|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015748.1|Cd72-205|Cd72|354,24.61,6,6,0,0,0,0,2.2576E5,,,,,1,1,2,0,0,0,0,,40348,ENSMUSP00000103559.1|ENSMUST00000107926.7|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015748.1|Cd72-205|Cd72|354
1131,2417,ENSMUSP00000030179.4|ENSMUST00000030179.10|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015747.2|Cd72-201|Cd72|361,24.61,6,6,0,0,0,0,2.2576E5,,,,,1,1,2,0,0,0,0,,41122,ENSMUSP00000030179.4|ENSMUST00000030179.10|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015747.2|Cd72-201|Cd72|361
1131,2419,TCONS_00099584.p1,24.61,5,5,0,0,0,0,2.2576E5,,,,,1,1,2,0,0,0,0,,44569,TCONS_00099584.p1   chr4:43448265-43454527(-)
1131,4386,ENSMUST00000141198.1|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015750.1|Cd72-209|Cd72|400|processed_transcript|,24.61,20,20,0,0,0,0,2.2576E5,,,,,1,1,2,0,0,0,0,,10827,ENSMUST00000141198.1|ENSMUSG00000028459.11|OTTMUSG00000006823.2|OTTMUST00000015750.1|Cd72-209|Cd72|400|processed_transcript|
535,1807,ENSMUSP00000023276.8|ENSMUST00000023276.15|ENSMUSG00000047921.17|OTTMUSG00000070678.2|OTTMUST00000170774.1|Trappc9-201|Trappc9|960,24.60,1,0,1,1,1,0,,9.8279E5,5.9825E4,1.1645E6,,1,1,0,8,2,3,0,,106289,ENSMUSP00000023276.8|ENSMUST00000023276.15|ENSMUSG00000047921.17|OTTMUSG00000070678.2|OTTMUST00000170774.1|Trappc9-201|Trappc9|960
535,1825,TCONS_00050045.p1,24.60,1,0,1,1,1,0,,9.8279E5,5.9825E4,1.1645E6,,1,1,0,8,2,3,0,,122171,TCONS_00050045.p1   chr15:72589995-73058505(-)
535,1827,ENSMUSP00000087202.3|ENSMUST00000089770.10|ENSMUSG00000047921.17|OTTMUSG00000070678.2|OTTMUST00000170766.1|Trappc9-202|Trappc9|1139,24.60,1,0,1,1,1,0,,9.8279E5,5.9825E4,1.1645E6,,1,1,0,8,2,3,0,,127308,ENSMUSP00000087202.3|ENSMUST00000089770.10|ENSMUSG00000047921.17|OTTMUSG00000070678.2|OTTMUST00000170766.1|Trappc9-202|Trappc9|1139
535,1828,TCONS_00050047.p1,24.60,1,0,1,1,1,0,,9.8279E5,5.9825E4,1.1645E6,,1,1,0,8,2,3,0,,128231,TCONS_00050047.p1   chr15:72589995-73058505(-)
535,1829,TCONS_00050048.p1,24.60,1,0,1,1,1,0,,9.8279E5,5.9825E4,1.1645E6,,1,1,0,8,2,3,0,,128438,TCONS_00050048.p1   chr15:72589995-73146390(-)
535,2010,ENSMUSP00000131997.1|ENSMUST00000170633.8|ENSMUSG00000047921.17|OTTMUSG00000070678.2|OTTMUST00000170767.1|Trappc9-203|Trappc9|940,24.60,1,0,1,1,1,0,,9.8279E5,5.9825E4,1.1645E6,,1,1,0,8,2,3,0,,105075,ENSMUSP00000131997.1|ENSMUST00000170633.8|ENSMUSG00000047921.17|OTTMUSG00000070678.2|OTTMUST00000170767.1|Trappc9-203|Trappc9|940
535,7590,ENSMUSP00000155105.1|ENSMUST00000228960.1|ENSMUSG00000047921.17|OTTMUSG00000070678.2|OTTMUST00000170770.1|Trappc9-204|Trappc9|494,24.60,2,0,2,2,2,0,,9.8279E5,5.9825E4,1.1645E6,,1,1,0,8,2,3,0,,56240,ENSMUSP00000155105.1|ENSMUST00000228960.1|ENSMUSG00000047921.17|OTTMUSG00000070678.2|OTTMUST00000170770.1|Trappc9-204|Trappc9|494
1399,4209,ENSMUST00000140170.1|ENSMUSG00000022500.15|OTTMUSG00000026365.4|OTTMUST00000065204.1|Litaf-203|Litaf|345|retained_intron|,24.57,19,19,0,0,0,0,9.3031E4,,,,,1,1,1,0,0,0,0,,8424,ENSMUST00000140170.1|ENSMUSG00000022500.15|OTTMUSG00000026365.4|OTTMUST00000065204.1|Litaf-203|Litaf|345|retained_intron|
1399,4210,ENSMUSP00000023143.7|ENSMUST00000023143.13|ENSMUSG00000022500.15|OTTMUSG00000026365.4|OTTMUST00000065202.2|Litaf-201|Litaf|161,24.57,10,10,0,0,0,0,9.3031E4,,,,,1,1,1,0,0,0,0,,16946,ENSMUSP00000023143.7|ENSMUST00000023143.13|ENSMUSG00000022500.15|OTTMUSG00000026365.4|OTTMUST00000065202.2|Litaf-201|Litaf|161
1194,2292,ENSMUST00000225039.1|ENSMUSG00000021957.7|OTTMUSG00000035018.3|OTTMUST00000166766.1|Tkt-208|Tkt|1401|retained_intron|,24.52,9,0,0,0,0,9,,,,,4.5319E4,1,1,0,0,0,0,1,,38671,ENSMUST00000225039.1|ENSMUSG00000021957.7|OTTMUSG00000035018.3|OTTMUST00000166766.1|Tkt-208|Tkt|1401|retained_intron|
1194,2420,ENSMUSP00000022529.6|ENSMUST00000022529.7|ENSMUSG00000021957.7|OTTMUSG00000035018.3|OTTMUST00000089041.2|Tkt-201|Tkt|623,24.52,5,0,0,0,0,5,,,,,4.5319E4,1,1,0,0,0,0,1,,67631,ENSMUSP00000022529.6|ENSMUST00000022529.7|ENSMUSG00000021957.7|OTTMUSG00000035018.3|OTTMUST00000089041.2|Tkt-201|Tkt|623
1194,2439,ENSMUST00000225857.1|ENSMUSG00000021957.7|OTTMUSG00000035018.3|OTTMUST00000166764.1|Tkt-209|Tkt|1962|processed_transcript|,24.52,5,0,0,0,0,5,,,,,4.5319E4,1,1,0,0,0,0,1,,64107,ENSMUST00000225857.1|ENSMUSG00000021957.7|OTTMUSG00000035018.3|OTTMUST00000166764.1|Tkt-209|Tkt|1962|processed_transcript|
1338,3844,ENSMUST00000214293.1|ENSMUSG00000042444.10|OTTMUSG00000063625.1|OTTMUST00000154934.1|Mindy2-203|Mindy2|1779|retained_intron|,24.52,2,2,0,0,0,0,1.1012E6,,,,,1,1,1,0,0,0,0,,41211,ENSMUST00000214293.1|ENSMUSG00000042444.10|OTTMUSG00000063625.1|OTTMUST00000154934.1|Mindy2-203|Mindy2|1779|retained_intron|
1338,3888,ENSMUSP00000150300.1|ENSMUST00000213380.1|ENSMUSG00000042444.10|OTTMUSG00000063625.1|OTTMUST00000154933.1|Mindy2-202|Mindy2|600,24.52,1,1,0,0,0,0,1.1012E6,,,,,1,1,1,0,0,0,0,,65509,ENSMUSP00000150300.1|ENSMUST00000213380.1|ENSMUSG00000042444.10|OTTMUSG00000063625.1|OTTMUST00000154933.1|Mindy2-202|Mindy2|600
1338,3889,ENSMUSP00000037035.5|ENSMUST00000049031.5|ENSMUSG00000042444.10|OTTMUSG00000063625.1|OTTMUST00000154932.1|Mindy2-201|Mindy2|601,24.52,1,1,0,0,0,0,1.1012E6,,,,,1,1,1,0,0,0,0,,65637,ENSMUSP00000037035.5|ENSMUST00000049031.5|ENSMUSG00000042444.10|OTTMUSG00000063625.1|OTTMUST00000154932.1|Mindy2-201|Mindy2|601
1338,4063,ENSMUST00000133762.1|ENSMUSG00000038712.16|OTTMUSG00000022055.6|OTTMUST00000052367.1|Mindy1-203|Mindy1|1373|processed_transcript|,24.52,3,3,0,0,0,0,1.1012E6,,,,,1,1,1,0,0,0,0,,31929,ENSMUST00000133762.1|ENSMUSG00000038712.16|OTTMUSG00000022055.6|OTTMUST00000052367.1|Mindy1-203|Mindy1|1373|processed_transcript|
1338,4097,ENSMUST00000168223.1|ENSMUSG00000038712.16|OTTMUSG00000022055.6|-|Mindy1-212|Mindy1|1812|protein_coding|,24.52,2,2,0,0,0,0,1.1012E6,,,,,1,1,1,0,0,0,0,,50209,ENSMUST00000168223.1|ENSMUSG00000038712.16|OTTMUSG00000022055.6|-|Mindy1-212|Mindy1|1812|protein_coding|
1338,4100,ENSMUSP00000102805.2|ENSMUST00000107187.8|ENSMUSG00000038712.16|OTTMUSG00000022055.6|OTTMUST00000052364.1|Mindy1-202|Mindy1|468,24.52,2,2,0,0,0,0,1.1012E6,,,,,1,1,1,0,0,0,0,,51226,ENSMUSP00000102805.2|ENSMUST00000107187.8|ENSMUSG00000038712.16|OTTMUSG00000022055.6|OTTMUST00000052364.1|Mindy1-202|Mindy1|468
416,6710,TCONS_00062973.p1,24.52,2,2,0,0,2,2,1.1179E7,,,1.0548E6,1.3213E7,1,1,8,0,0,3,5,,52265,TCONS_00062973.p1   chr17:32924777-32941200(-)
416,6716,ENSMUSP00000074733.6|ENSMUST00000075253.12|ENSMUSG00000024055.15|OTTMUSG00000032948.2|OTTMUST00000082147.1|Cyp4f13-201|Cyp4f13|523,24.52,2,2,0,0,2,2,1.1179E7,,,1.0548E6,1.3213E7,1,1,8,0,0,3,5,,59823,ENSMUSP00000074733.6|ENSMUST00000075253.12|ENSMUSG00000024055.15|OTTMUSG00000032948.2|OTTMUST00000082147.1|Cyp4f13-201|Cyp4f13|523
1412,4155,ENSMUSP00000110645.2|ENSMUST00000114993.8|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138742.1|Cnot4-203|Cnot4|710,24.48,1,1,0,0,0,0,3.0451E5,,,,,1,1,1,0,0,0,0,,77816,ENSMUSP00000110645.2|ENSMUST00000114993.8|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138742.1|Cnot4-203|Cnot4|710
1412,4156,TCONS_00118499.p1,24.48,1,1,0,0,0,0,3.0451E5,,,,,1,1,1,0,0,0,0,,78264,TCONS_00118499.p1   chr6:35023131-35080134(-)
1412,4889,ENSMUSP00000144409.1|ENSMUST00000202417.1|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138745.1|Cnot4-207|Cnot4|572,24.48,2,2,0,0,0,0,3.0451E5,,,,,1,1,1,0,0,0,0,,63026,ENSMUSP00000144409.1|ENSMUST00000202417.1|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138745.1|Cnot4-207|Cnot4|572
1412,4890,ENSMUSP00000044137.6|ENSMUST00000044163.9|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138744.1|Cnot4-201|Cnot4|575,24.48,2,2,0,0,0,0,3.0451E5,,,,,1,1,1,0,0,0,0,,63474,ENSMUSP00000044137.6|ENSMUST00000044163.9|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138744.1|Cnot4-201|Cnot4|575
1412,4891,ENSMUSP00000144352.1|ENSMUST00000202143.3|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138740.1|Cnot4-206|Cnot4|639,24.48,1,1,0,0,0,0,3.0451E5,,,,,1,1,1,0,0,0,0,,70333,ENSMUSP00000144352.1|ENSMUST00000202143.3|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138740.1|Cnot4-206|Cnot4|639
1412,4892,ENSMUSP00000110640.2|ENSMUST00000114989.8|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138741.1|Cnot4-202|Cnot4|642,24.48,1,1,0,0,0,0,3.0451E5,,,,,1,1,1,0,0,0,0,,70781,ENSMUSP00000110640.2|ENSMUST00000114989.8|ENSMUSG00000038784.13|OTTMUSG00000056105.1|OTTMUST00000138741.1|Cnot4-202|Cnot4|642
1373,5199,ENSMUSP00000103352.2|ENSMUST00000107724.8|ENSMUSG00000057522.15|OTTMUSG00000001659.2|OTTMUST00000003284.1|Spop-202|Spop|374,24.47,2,2,0,0,0,0,5.857E5,,,,,1,1,1,0,0,0,0,Oxidation (M),42132,ENSMUSP00000103352.2|ENSMUST00000107724.8|ENSMUSG00000057522.15|OTTMUSG00000001659.2|OTTMUST00000003284.1|Spop-202|Spop|374
1373,5698,ENSMUSP00000142158.1|ENSMUST00000123843.2|ENSMUSG00000026771.14|OTTMUSG00000011465.6|OTTMUST00000026990.3|Spopl-202|Spopl|72,24.47,11,11,0,0,0,0,5.857E5,,,,,1,1,1,0,0,0,0,Oxidation (M),8201,ENSMUSP00000142158.1|ENSMUST00000123843.2|ENSMUSG00000026771.14|OTTMUSG00000011465.6|OTTMUST00000026990.3|Spopl-202|Spopl|72
